Title,Price,Brand,Memory Size,Memory Type,Chipset/GPU Model,Connectors,Collection Date
AMD,57.8,NVIDIA,2,GDDR5,AMD,VGA; DVI; HDMI,1/29/2025 22:26
ZOTAC zotac gaming geforce rtx 4070 twin edge dlss 3 192bit 21 gbps,1016.8,ZOTAC,12,GDDR6,AMD,VGA; DVI; HDMI,1/29/2025 22:27
ZOTAC GeForce RTX 4070,978.9,ZOTAC,12,GDDR6,GeForce RTX 4070,DisplayPort; DVI,1/29/2025 22:26
gaming graphicsgraphics professional fit for gtx1050ti ddr5,679.3,ZOTAC,1,GDDR6,GeForce RTX 4070,DisplayPort; DVI,1/29/2025 22:26
730 ddr3 128 bit low computer pc gaming,82,ZOTAC,4,GDDR6,GeForce RTX 4070,DisplayPort; DVI,1/29/2025 22:26
ebtools pc gt610 ddr3 gaming 64 bit game,55,ZOTAC,1,GDDR6,GeForce RTX 4070,DisplayPort; DVI; HDMI,1/29/2025 22:26
8g rtx 2060 super gaming 256bit 14000mhz,527.5,ZOTAC,1,GDDR6,GeForce RTX 4070,DisplayPort; DVI; HDMI,1/29/2025 22:26
vbestlife rx 580 256bit gaming pci,192.8,ZOTAC,8,GDDR5,GeForce RTX 4070,DisplayPort; DVI; HDMI,1/29/2025 22:26
hd7670 cards for computer gaming for,64.8,ZOTAC,2,GDDR5,GeForce RTX 4070,DisplayPort; DVI; HDMI,1/29/2025 22:26
AMD amd rx 560 4 gb outperforms gt 1030 by 75 rx 550 by 40 896sp,154.6,AMD,2,GDDR5,GeForce RTX 4070,DisplayPort; DVI; HDMI,1/29/2025 22:26
dpofirs 730 gaming 4g ddr3b 128bit with cooling fan,82.1,AMD,2,GDDR5,GeForce RTX 4070,DisplayPort; DVI; HDMI,1/29/2025 22:26
PNY GeForce RTX 3070,524.9,PNY,2,GDDR5,GeForce RTX 3070,DVI,1/29/2025 22:26
ZOTAC GeForce GTX 960,401.9,ZOTAC,2,GDDR5,GeForce GTX 960,DVI,1/29/2025 22:26
NVIDIA nvidia j3g89at,194.4,NVIDIA,2,GDDR5,GeForce GTX 960,DisplayPort; HDMI,1/29/2025 22:26
ZOTAC zotac gaming geforce rtx 3060 ti twin edge lhr 14 gbps,619.2,ZOTAC,8,GDDR6,GeForce RTX  3060,DisplayPort; HDMI,1/29/2025 22:26
gt730 4g multi screen 4g 128bit ddr3 9931600mhz 4 d 4k,251.6,ZOTAC,8,GDDR6,GeForce RTX  3060,DisplayPort; HDMI,1/29/2025 22:26
zunate gt610 graphic ddr3 64 bit image game,51.1,ZOTAC,12,GDDR5,GeForce RTX  3060,3 x DisplayPort 1.4a; 1 x HDMI 2.1,1/29/2025 22:26
AMD amd rx 5600 xt 6 gb ddr6 outperforms rtx 3050 by 13 gtx 660 ti 15,277.6,AMD,12,GDDR5,GeForce RTX  3060,3 x DisplayPort 1.4a; 1 x HDMI 2.1,1/29/2025 22:26
ZOTAC GeForce RTX 4070,7162757.2,ZOTAC,12,GDDR5,GeForce RTX 4070,HDMI,1/29/2025 22:26
ZOTAC zotac geforce rtx 3070 ti trinity 19 gbps 40 gaming,962.1,ZOTAC,12,GDDR5,GeForce RTX  3070,HDMI,1/29/2025 22:26
ZOTAC zotac gaming geforce rtx 3080 ti amp extreme holo 384bit 19 gbps,2723.4,ZOTAC,12,GDDR6,GeForce RTX  3080,VGA; DVI,1/29/2025 22:26
ddr5 desktop computer network accessories 20 gaming,81.4,ZOTAC,4,GDDR6,GeForce RTX  3080,VGA; DVI,1/29/2025 22:27
PNY GeForce RTX 4070,1246.5,PNY,12,GDDR6,GeForce RTX 4070,VGA; DVI,1/29/2025 22:26
radeon hd6770 ddr5 computer 128 bit 775mhz for,82.4,PNY,4,GDDR6,GeForce RTX 4070,DisplayPort,1/29/2025 22:26
computer 64bit gddr3 589mhz 1000mhz 20 gaming,56.5,PNY,1,GDDR6,GeForce RTX 4070,DisplayPort,1/29/2025 22:26
NVIDIA,196.9,PNY,12,GDDR5,NVIDIA,HDMI,1/29/2025 22:26
EVGA evga geforce gt730 ddr3,222.9,EVGA,12,GDDR5,NVIDIA,HDMI,1/29/2025 22:27
NVIDIA,265.2,EVGA,12,GDDR6,NVIDIA,HDMI,1/29/2025 22:26
ASUS asus rtx3060o12gv2 graphic rog herculx antisag holder,449.7,ASUS,2,GDDR5,NVIDIA,DisplayPort; DVI; HDMI,1/29/2025 22:26
ZOTAC zotac gaming geforce rtx 3070 ti trinity 19 gbps 40,1235.4,ZOTAC,2,GDDR5,GeForce RTX  3070,DisplayPort; DVI; HDMI,1/29/2025 22:26
ZOTAC GeForce GTX 960,401.9,ZOTAC,2,GDDR5,GeForce GTX 960,PCI Express,1/29/2025 22:26
rx 5500 xt 128 bit 3xdp pci 40x8 8pin,210.6,ZOTAC,2,GDDR6,GeForce GTX 960,PCI Express,1/29/2025 22:26
ZOTAC zotac gaming geforce rtx 3050 twin edge 14 gbps 40 gaming,421.8,ZOTAC,8,GDDR6,GeForce RTX  3050,PCI Express,1/29/2025 22:26
AMD AMD Radeon RX580,155.9,AMD,8,GDDR5,AMD Radeon RX580,VGA,1/29/2025 22:26
vbestlife rx580 256bit pci 30 x16,197,AMD,8,GDDR5,AMD Radeon RX580,VGA,1/29/2025 22:27
ZOTAC GeForce RTX 4080,2000.6,ZOTAC,2,GDDR5,GeForce RTX 4080,DVI; HDMI,1/29/2025 22:26
rx 580 pc original 256bit with 2,198.8,ZOTAC,2,GDDR5,GeForce RTX 4080,DVI; HDMI,1/29/2025 22:26
cards for hd7670 computer pc gaming,66.8,ZOTAC,2,GDDR5,GeForce RTX 4080,DVI; HDMI,1/29/2025 22:26
rx590 256bit for gaming pc 4096x2160,216.8,ZOTAC,8,GDDR5,GeForce RTX 4080,VGA; DisplayPort; HDMI,1/29/2025 22:27
EVGA GeForce GTX 960,442.9,EVGA,2,GDDR5,GeForce GTX 960,VGA; DisplayPort; HDMI,1/29/2025 22:27
gt 730 ddr3 64bit low profile,128.6,EVGA,4,GDDR5,GeForce GTX 960,DisplayPort; HDMI,1/29/2025 22:26
gt610 ddr3 64 bit 1800mhz pc supports,53.3,EVGA,1,GDDR5,GeForce GTX 960,DisplayPort; HDMI,1/29/2025 22:27
zotac geforce rtx 4080 super trinity black edition,2003.3,EVGA,16,GDDR5,GeForce GTX 960,DisplayPort; HDMI,1/29/2025 22:26
emerald computers rx 580 2048sp256 bit for,91.6,EVGA,8,GDDR5,GeForce GTX 960,DisplayPort; HDMI,1/29/2025 22:26
ZOTAC GeForce RTX 4070,1903.4,ZOTAC,12,GDDR5,GeForce RTX 4070,DisplayPort; HDMI and DisplayPort,1/29/2025 22:26
ASUS asus rtx3060o12gv2 graphic rog herculx antisag holder,470.2,ASUS,16,GDDR5,GeForce RTX 4070,DisplayPort; HDMI and DisplayPort,1/29/2025 22:26
rx 580 gaming fan 256bit 60hz output 4k resolution 16,177.8,ASUS,16,GDDR5,GeForce RTX 4070,DisplayPort; HDMI and DisplayPort,1/29/2025 22:27
ZOTAC GeForce RTX 4070,1056.5,ZOTAC,16,GDDR5,GeForce RTX 4070,DisplayPort; HDMI and DisplayPort,1/29/2025 22:26
ZOTAC GeForce RTX 4060,893.7,ZOTAC,16,GDDR5,GeForce RTX 4060,DisplayPort; HDMI and DisplayPort,1/29/2025 22:26
ZOTAC GeForce RTX 4080,2424.2,ZOTAC,16,GDDR6,GeForce RTX 4080,DisplayPort; HDMI and DisplayPort,1/29/2025 22:27
EVGA evga geforce gtx 750ti superclocked 02gp43753kr,400.5,EVGA,2,GDDR5,NVIDIA,VGA; DVI,1/29/2025 22:27
PNY pny geforce rtx 4070 ti verto fan dlss 3,101681098.8,PNY,12,GDDR5,NVIDIA,VGA; DVI,1/29/2025 22:26
AMD amd rx 580 4 gb performance 80 of gtx1660 super 131 of gtx,135.5,AMD,4,GDDR5,NVIDIA,VGA; DVI,1/29/2025 22:26
PNY NVIDIA,295.3,PNY,4,GDDR5,NVIDIA,VGA; DVI,1/29/2025 22:27
ASUS asus rtx3060o12gv2 graphic rog herculx antisag holder,470.2,ASUS,16,GDDR5,NVIDIA,DisplayPort; HDMI and DisplayPort,1/29/2025 22:27
ZOTAC GeForce RTX 4070,1056.5,ZOTAC,16,GDDR5,GeForce RTX 4070,DisplayPort; HDMI and DisplayPort,1/29/2025 22:26
rx 580 gaming fan 256bit 60hz output 4k resolution 16,177.8,ZOTAC,16,GDDR5,GeForce RTX 4070,DisplayPort; HDMI and DisplayPort,1/29/2025 22:26
EVGA evga geforce gtx 750ti superclocked 02gp43753kr,400.5,EVGA,2,GDDR5,NVIDIA,VGA; DVI,1/29/2025 22:27
ZOTAC zotac gaming geforce rtx 4080 super trinity white edition dlss 3,2424.2,ZOTAC,16,GDDR6,NVIDIA,VGA; DVI,1/29/2025 22:26
rx 580 quiet efficient fans easy installation stable,216.5,ZOTAC,10,GDDR5,NVIDIA,DisplayPort; HDMI,1/29/2025 22:26
PNY pny geforce rtx 4070 ti verto fan dlss 3,101681098.8,PNY,10,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
AMD amd rx 580 4 gb performance 80 of gtx1660 super 131 of gtx,135.5,AMD,10,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
PNY GeForce 7950,295.3,PNY,10,GDDR5,GeForce 7950,DisplayPort; HDMI,1/29/2025 22:26
ZOTAC zotac geforce rtx 3080 trinity lhr 10gb 320bit 19 gbps 40 gaming,1029.1,ZOTAC,10,GDDR6,GeForce RTX  3080,DisplayPort; HDMI,1/29/2025 22:26
ZOTAC zotac gaming geforce rtx 3080 ti trinity 384bit 19 gbps 40,1493.7,ZOTAC,12,GDDR6,GeForce RTX  3080,DisplayPort; HDMI,1/29/2025 22:26
ZOTAC GeForce RTX 4070,918.9,ZOTAC,12,GDDR6,GeForce RTX 4070,DisplayPort; HDMI,1/29/2025 22:26
rx 5500 128 bit 3xdp pci 40x8 8pin with,196.9,ZOTAC,12,GDDR6,GeForce RTX 4070,VGA; DVI; HDMI,1/29/2025 22:26
ciciglow 730 4g ddr3b 128bit computer with cooling,73.5,ZOTAC,12,GDDR6,GeForce RTX 4070,VGA; DVI; HDMI,1/29/2025 22:26
PNY pny geforce rtx 4070 super xlr8 gaming verto epicx rgb fan,902,PNY,12,GDDR6,GeForce RTX  4070,VGA; DVI; HDMI,1/29/2025 22:26
kaer gt 730 ddr3 directx 11 128 bit d pci,101.3,PNY,4,GDDR6,GeForce RTX  4070,DisplayPort,1/29/2025 22:26
rx 5500 128 bit 3xdp pci 40x8 8pin with,196.9,PNY,4,GDDR6,GeForce RTX  4070,DisplayPort,1/29/2025 22:27
ZOTAC GeForce RTX 4060,641,ZOTAC,8,GDDR6,GeForce RTX 4060,VGA,1/29/2025 22:26
kaer gt 730 ddr3 directx 11 128 bit d pci,101.3,ZOTAC,4,GDDR6,GeForce RTX 4060,VGA,1/29/2025 22:27
vbestlife rx590 256bit pci 30 x16,1696178.6,ZOTAC,8,GDDR5,GeForce RTX 4060,VGA,1/29/2025 22:26
yoidesu gaming with 650mhz frequency supports directx 11,75.1,ZOTAC,4,GDDR5,GeForce RTX 4060,DisplayPort; DVI; HDMI,1/29/2025 22:26
ZOTAC GeForce RTX 4080,2369.5,ZOTAC,16,GDDR6,GeForce RTX 4080,DisplayPort; DVI; HDMI,1/29/2025 22:26
gt610 ddr3 64bit 1800mhz computer with cooling fan,49452.8,ZOTAC,1,GDDR6,GeForce RTX 4080,DisplayPort; DVI; HDMI,1/29/2025 22:26
geforce rtx 3080 ti pci 40 titanium and black,1572.9,ZOTAC,12,GDDR6,GeForce RTX 4080,DisplayPort; DVI; HDMI,1/29/2025 22:26
EVGA GeForce GTX 1080,822.8,EVGA,8,GDDR5,GeForce GTX 1080,DisplayPort; HDMI,1/29/2025 22:26
GeForce RTX 3060,634.2,EVGA,12,GDDR6,GeForce RTX 3060,DisplayPort; HDMI,1/29/2025 22:27
960 gaming 128bit 7012mhz pci 30 x16 cooling,191.9,EVGA,4,GDDR5,GeForce RTX 3060,DisplayPort; HDMI,1/29/2025 22:26
yeston rtx 3050 6gb cards nvidia pci 40 x8 cards,304.9,EVGA,8,GDDR5,GeForce RTX 3060,DisplayPort,1/29/2025 22:26
visiontek radeon 5450 ddr3 i 900356,92096.3,EVGA,8,GDDR5,GeForce RTX 3060,DisplayPort,1/29/2025 22:26
dpofirs rx 580 3 dp 1244mhz with 2 fans 256 bit,256.6,EVGA,8,GDDR5,GeForce RTX 3060,DisplayPort,1/29/2025 22:27
GALAX galax geforce rtx 4060 ti 1click xtreme tuner app control,538.5,GALAX,8,GDDR5,GeForce RTX  4060,DisplayPort,1/29/2025 22:26
EVGA GeForce RTX 2080,1165.7,EVGA,8,GDDR6,GeForce RTX 2080,VGA,1/29/2025 22:26
rx590 256bit pci 30 x16 3d api fan quiet,215.8,EVGA,8,GDDR5,GeForce RTX 2080,4*HDMI,1/29/2025 22:26
gt 740 128bit 1250mhz pci 20,74,EVGA,2,GDDR5,GeForce RTX 2080,4*HDMI,1/29/2025 22:26
EVGA GeForce RTX 3060,672.5,EVGA,12,GDDR5,GeForce RTX 3060,HDMI,1/29/2025 22:26
GeForce RTX 3060,523.5,EVGA,12,GDDR5,GeForce RTX 3060,HDMI,1/29/2025 22:26
yeston gt730 4hdmi gaming cards 128 bit ddr3 9931600mhz 4screen,222.9,EVGA,12,GDDR5,GeForce RTX 3060,HDMI,1/29/2025 22:26
EVGA evga geforce rtx 3080 ti ftw3 ultra gaming 12gp53967kr icx3,1508.6,EVGA,12,GDDR5,GeForce RTX 3060,DisplayPort; DVI; HDMI,1/29/2025 22:26
GeForce RTX 4070,1064.1,EVGA,12,GDDR5,GeForce RTX 4070,DisplayPort; DVI; HDMI,1/29/2025 22:27
carddesktop computer fit for gtx1050ti ddr5,742.9,EVGA,1,GDDR5,GeForce RTX 4070,DisplayPort; DVI; HDMI,1/29/2025 22:26
AMD,86.3,EVGA,4,GDDR5,AMD,DVI,1/29/2025 22:26
AMD AMD,196,AMD,8,GDDR5,AMD,DVI,1/29/2025 22:26
ASUS asus geforce strix gtx 750 ti ddr3 semifanless,401.8,ASUS,2,GDDR5,AMD,DVI,1/29/2025 22:26
AMD,196.9,ASUS,6,GDDR6,AMD,DVI,1/29/2025 22:26
ashata gt610 ddr3 64 bit gaming 20 x16 for,51.5,ASUS,1,GDDR6,AMD,DisplayPort; HDMI,1/29/2025 22:26
GALAX galax geforce rtx 4070 super 1click 2x xtreme tuner app control,893.8,GALAX,12,GDDR6,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
gt610 ddr3 64bit computer support high definition,63.1,GALAX,12,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
AMD amd rx 580 with fans 256bit dp pci 30 16x,146.8,AMD,12,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
GeForce RTX  4070,1153.4,AMD,12,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
PNY pny geforce rtx 4070 super verto fan dlss 3 nvidia,1074.2,PNY,12,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
PNY pny geforce rtx 4070 super verto fan dlss 3 nvidia,958.7,PNY,12,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
EVGA GeForce RTX 3070,6829839.1,EVGA,8,GDDR6,GeForce RTX 3070,VGA,1/29/2025 22:26
GeForce RTX 3080,1631.7,EVGA,12,GDDR6,GeForce RTX 3080,VGA,1/29/2025 22:26
gowenic 610 ddr3 64 bit pci 11 x 16,51,EVGA,2,GDDR6,GeForce RTX 3080,VGA,1/29/2025 22:26
GALAX galax geforce rtx 4070 super 1click 2x v2 xtreme tuner app control,852.8,GALAX,12,GDDR6,GeForce RTX  4070,VGA,1/29/2025 22:26
PNY vision computers inc pny rtx a2000 12 gb ecc,892.4,PNY,8,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
gt1030 gdrr4 gaming 64 bits 4200mhz computer cards,129.3,PNY,8,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
gowenic gtx750ti 128bit with fans pci 30 x16,154.1,PNY,8,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:27
GALAX galax geforce rtx 4070 1click 2x v2 xtreme tuner app control,770.8,GALAX,12,GDDR6,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
EVGA GeForce RTX 3070,99631139.7,EVGA,8,GDDR5,GeForce RTX 3070,DisplayPort; HDMI,1/29/2025 22:26
ZOTAC zotac gaming geforce rtx 3050 eco edition 14 gbps 40,292.6,ZOTAC,8,GDDR5,GeForce RTX  3050,DisplayPort; HDMI,1/29/2025 22:26
GALAX galax geforce rtx 4070 1click 2x v2 xtreme tuner app control,770.8,GALAX,8,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
qthree radeon hd 7750 128 bit2x for,142.3,GALAX,8,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:27
ZOTAC zotac gaming geforce rtx 3080 ti amp holo 384bit 19 gbps 40,1959.6,ZOTAC,8,GDDR5,GeForce RTX  3080,3 x DisplayPort 1.4a: 8K @ 60Hz; HDMI 2.1a: 8K @ 60 Hz,1/29/2025 22:27
PNY pny geforce rtx 4070 ti super xlr8 gaming verto epicx rgb fan,1542.3,PNY,8,GDDR5,GeForce RTX  4070,3 x DisplayPort 1.4a: 8K @ 60Hz; HDMI 2.1a: 8K @ 60 Hz,1/29/2025 22:27
ZOTAC GeForce RTX 3060,1505.9,ZOTAC,8,GDDR5,GeForce RTX 3060,3 x DisplayPort 1.4a: 8K @ 60Hz; HDMI 2.1a: 8K @ 60 Hz,1/29/2025 22:26
qthree radeon rx 580 256bit2048spdp,150.5,ZOTAC,8,GDDR5,GeForce RTX 3060,3 x DisplayPort 1.4a: 8K @ 60Hz; HDMI 2.1a: 8K @ 60 Hz,1/29/2025 22:26
ZOTAC GeForce RTX 4060,552.2,ZOTAC,8,GDDR6,GeForce RTX 4060,3 x DisplayPort 1.4a: 8K @ 60Hz; HDMI 2.1a: 8K @ 60 Hz,1/29/2025 22:26
NVIDIA hp j3g90aa cto nvidia quadro k5200 cards,251.6,NVIDIA,8,GDDR6,GeForce RTX 4060,3 x DisplayPort 1.4a: 8K @ 60Hz; HDMI 2.1a: 8K @ 60 Hz,1/29/2025 22:26
vbestlife gtx1050 ddr5 128bit gaming 2560x1600 resolutionpci,105.1,NVIDIA,2,GDDR6,GeForce RTX 4060,3 x DisplayPort 1.4a: 8K @ 60Hz; HDMI 2.1a: 8K @ 60 Hz,1/29/2025 22:26
AMD yeston amd radeon gaming sa rx 7700 xt 12g 256bit 5nm cards sa,685.1,AMD,2,GDDR6,GeForce RTX 4060,3 x DisplayPort 1.4a: 8K @ 60Hz; HDMI 2.1a: 8K @ 60 Hz,1/29/2025 22:26
EVGA GeForce RTX 3070,975.8,EVGA,8,GDDR6,GeForce RTX 3070,VGA,1/29/2025 22:26
EVGA GeForce RTX 2070,824.1,EVGA,4,GDDR5,GeForce RTX 2070,VGA,1/29/2025 22:26
rx 580 2048sp 256 bit 30 gaming,123.1,EVGA,4,GDDR5,GeForce RTX 2070,VGA,1/29/2025 22:26
yeston rtx 3060 lhr cards nvidia pci x16 40,399.1,EVGA,4,GDDR5,GeForce RTX 2070,VGA,1/29/2025 22:26
vbestlife gtx750ti 128bit pci 30 x16,234.5,EVGA,4,GDDR5,GeForce RTX 2070,VGA,1/29/2025 22:26
EVGA GeForce RTX 3090,273843011.7,EVGA,24,GDDR6,GeForce RTX 3090,VGA,1/29/2025 22:26
vbestlife gtx1050ti ddr5 128bit pci 20 16x,169.6,EVGA,4,GDDR6,GeForce RTX 3090,VGA,1/29/2025 22:26
ZOTAC GeForce RTX 3050,244.8,ZOTAC,6,GDDR6,GeForce RTX 3050,VGA,1/29/2025 22:26
quadro p400 performance for gaming editing,109.5,ZOTAC,6,GDDR6,GeForce RTX 3050,VGA,1/29/2025 22:26
EVGA GeForce GT 640,278.9,EVGA,6,GDDR6,GeForce GT 640,VGA,1/29/2025 22:26
AMD sapphire amd firepro w5000 i pci,250.7,AMD,2,GDDR5,GeForce GT 640,DVI,1/29/2025 22:26
ZOTAC GeForce GT 730,1199126.5,ZOTAC,4,GDDR5,GeForce GT 730,DVI,1/29/2025 22:26
ZOTAC GeForce RTX 3050,483.9,ZOTAC,8,GDDR6,GeForce RTX 3050,PCI Express,1/29/2025 22:27
zotac gaming gf rtx 4070 supert,914.2,ZOTAC,8,GDDR6,GeForce RTX 3050,PCI Express,1/29/2025 22:26
EVGA GeForce RTX 3060,687.5,EVGA,8,GDDR6,GeForce RTX 3060,PCI Express,1/29/2025 22:26
NVIDIA GeForce RTX 4060,852.3,NVIDIA,8,GDDR6,GeForce RTX 4060,PCI Express,1/29/2025 22:27
ASUS asus tuf rtx 4090 40 384bit gdrr6x 21a dp,3831.6,ASUS,24,GDDR6,GeForce RTX 4060,HDMI,1/29/2025 22:26
hd 7670 gaming 128bit computer pc gaming,69.9,ASUS,4,GDDR5,GeForce RTX 4060,HDMI,1/29/2025 22:26
ZOTAC zotac gaming geforce rtx 3090 trinity 384bit 195 gbps 40,2245.2,ZOTAC,24,GDDR6,GeForce RTX  3090,HDMI,1/29/2025 22:27
NVIDIA dell 38xnm nvidia quadro 4000 400 mhz pcie,189.7,NVIDIA,2,GDDR5,GeForce RTX  3090,HDMI,1/29/2025 22:26
gt610 ddr3 64bit 810mhz ddr3 2560x1600 pc,74,NVIDIA,2,GDDR5,GeForce RTX  3090,VGA,1/29/2025 22:26
EVGA GeForce GT 640,278.9,EVGA,2,GDDR5,GeForce GT 640,DisplayPort; HDMI,1/29/2025 22:26
zotac gaming gf rtx 4070 supert,914.2,EVGA,2,GDDR5,GeForce GT 640,DisplayPort; HDMI,1/29/2025 22:26
quadro p400 performance for gaming editing,109.5,EVGA,2,GDDR5,GeForce GT 640,DisplayPort; HDMI,1/29/2025 22:26
ASUS asus tuf rtx 4090 40 384bit gdrr6x 21a dp,3831.6,ASUS,1,GDDR5,GeForce GT 640,VGA; DVI; HDMI,1/29/2025 22:26
