title,price,image_url,product_url,Color,Human Interface Input,Memory Storage Capacity,Connectivity technologies,Ram Memory Installed Size,Shape,Battery Capacity,Battery Power Rating,Screen Size,Whats in the box,Standing screen display size,Wireless Communication Standard,Style,GPS,Product Dimensions,Date First Available,Wireless communication technologies,Item model number,Battery Cell Composition,OS,Special features,Operating System,Scanner Resolution,Manufacturer,Special Feature,Item Weight,Department,Package Dimensions,ASIN,Connectivity Technology,Brand,Country of Origin,Batteries,Is Discontinued By Manufacturer
"Smart Watches for Men Women with Bluetooth Call, Activity Fitness Tracker 1.96"" HD ...",MAD 1231,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IC0IUQQUQ-smart-watch-for-men-with-bluetooth-call-activity-fitness-tracker-1-96-hd-full-touch-screen-with-heart-rate-sleep-monitor-waterproof-smartwatches,,,,,,Round,2.7E+2 Milliamp Hours,,1.32 Inches (3.4 cm),,1.32 Inches (3.4 cm),Bluetooth,Modern,,,"August 12, 2024",,,Lithium Ion,,,"iOS 7.1 and above versions, Android 4.4 and above versions",,Erkwei,"Make/Answer Call, SNS/SMS Notification, 10 Contacts, Pedometer, Distance, Calorie, Heart Rate, Blood Oxygen, Blood Pressure, Sleep, Women Cycle Monitor, 20 Sports Modes, Synchronize data to Apple Health/Google Fit, 200+ Watch Faces, Customized Dials, AI Voice Control, Find Phone/Watch, Sedentary/Drink Reminders, Music/Camera Control, Weather Display, Vibration Alarm Clock, Timer, Stopwatch, Raise to Wake, Brightness Adjustment, 3 Menu Style, Smart Split Screen, Password, IP67 Waterproof    See more",6.7 ounces (189.95 grams),,11.81 x 3.97 x 0.68 inches (30 x 10.1 x 1.7 cm),B0DCVL17H2,Bluetooth,Erkwei,China,1 Lithium Polymer batteries required. (included),
"Smart Watch for Women,Fitness WatchAnswer/Make Call,Alexa Built-in, [24H Heart Rate ...",MAD 1149,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IJ5VGFGBQ-smart-watch-for-women-fitness-watch-answer-make-call-alexa-built-in-24h-heart-rate-sleep-blood-oxygen-monitor-5atm-waterproof-100-sports-modes,,,,,,Round,2.7E+2 Milliamp Hours,,1.32 Inches (3.4 cm),,1.32 Inches (3.4 cm),Bluetooth,Modern,,,"August 12, 2024",,,Lithium Ion,,,"iOS 7.1 and above versions, Android 4.4 and above versions",,Erkwei,"Make/Answer Call, SNS/SMS Notification, 10 Contacts, Pedometer, Distance, Calorie, Heart Rate, Blood Oxygen, Blood Pressure, Sleep, Women Cycle Monitor, 20 Sports Modes, Synchronize data to Apple Health/Google Fit, 200+ Watch Faces, Customized Dials, AI Voice Control, Find Phone/Watch, Sedentary/Drink Reminders, Music/Camera Control, Weather Display, Vibration Alarm Clock, Timer, Stopwatch, Raise to Wake, Brightness Adjustment, 3 Menu Style, Smart Split Screen, Password, IP67 Waterproof    See more",6.7 ounces (189.95 grams),,11.81 x 3.97 x 0.68 inches (30 x 10.1 x 1.7 cm),B0DCVL17H2,Bluetooth,Erkwei,China,1 Lithium Polymer batteries required. (included),
Smart Watch for Android Phones Answer Make Calls SMS Reminder Smartwatch Compatible ...,MAD 876,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/80A9SX7TI-smart-watch-for-android-phones-answer-make-calls-heart-rate-blood-oxygen-sms-reminder-smartwatch-compatible-iphone-bluetooth-stainless-steel-fitness,,,,,,Round,2.7E+2 Milliamp Hours,,1.32 Inches (3.4 cm),,1.32 Inches (3.4 cm),Bluetooth,Modern,,,"August 12, 2024",,,Lithium Ion,,,"iOS 7.1 and above versions, Android 4.4 and above versions",,Erkwei,"Make/Answer Call, SNS/SMS Notification, 10 Contacts, Pedometer, Distance, Calorie, Heart Rate, Blood Oxygen, Blood Pressure, Sleep, Women Cycle Monitor, 20 Sports Modes, Synchronize data to Apple Health/Google Fit, 200+ Watch Faces, Customized Dials, AI Voice Control, Find Phone/Watch, Sedentary/Drink Reminders, Music/Camera Control, Weather Display, Vibration Alarm Clock, Timer, Stopwatch, Raise to Wake, Brightness Adjustment, 3 Menu Style, Smart Split Screen, Password, IP67 Waterproof    See more",6.7 ounces (189.95 grams),,11.81 x 3.97 x 0.68 inches (30 x 10.1 x 1.7 cm),B0DCVL17H2,Bluetooth,Erkwei,China,1 Lithium Polymer batteries required. (included),
"Smart Watch for Men & Women - Android Phones, Make/Answer Calls, Messaging, Voice ...","MAD 603                                                                        
                                                                            671",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4JDKJR4EQ-ekton-smart-watch-bluetooth-watch-compatible-with-android-and-iphone-advanced-smart-watches-for-women-and-men-with-multisport-function,,,,,,Round,2.7E+2 Milliamp Hours,,1.32 Inches (3.4 cm),,1.32 Inches (3.4 cm),Bluetooth,Modern,,,"August 12, 2024",,,Lithium Ion,,,"iOS 7.1 and above versions, Android 4.4 and above versions",,Erkwei,"Make/Answer Call, SNS/SMS Notification, 10 Contacts, Pedometer, Distance, Calorie, Heart Rate, Blood Oxygen, Blood Pressure, Sleep, Women Cycle Monitor, 20 Sports Modes, Synchronize data to Apple Health/Google Fit, 200+ Watch Faces, Customized Dials, AI Voice Control, Find Phone/Watch, Sedentary/Drink Reminders, Music/Camera Control, Weather Display, Vibration Alarm Clock, Timer, Stopwatch, Raise to Wake, Brightness Adjustment, 3 Menu Style, Smart Split Screen, Password, IP67 Waterproof    See more",6.7 ounces (189.95 grams),,11.81 x 3.97 x 0.68 inches (30 x 10.1 x 1.7 cm),B0DCVL17H2,Bluetooth,Erkwei,China,1 Lithium Polymer batteries required. (included),
Smart Watch for WomenMake/Answer Call Fitness Tracker for iOS Android Phones ...,MAD 876,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MC0IEKLVC-erkwei-smart-watches-for-women-make-answer-call-smartwatch-for-android-ios-phones-fitness-tracker-with-pedometer-heart-rate-sleep-monitor-digital,,,,,,Round,2.7E+2 Milliamp Hours,,1.32 Inches (3.4 cm),,1.32 Inches (3.4 cm),Bluetooth,Modern,,,"August 12, 2024",,,Lithium Ion,,,"iOS 7.1 and above versions, Android 4.4 and above versions",,Erkwei,"Make/Answer Call, SNS/SMS Notification, 10 Contacts, Pedometer, Distance, Calorie, Heart Rate, Blood Oxygen, Blood Pressure, Sleep, Women Cycle Monitor, 20 Sports Modes, Synchronize data to Apple Health/Google Fit, 200+ Watch Faces, Customized Dials, AI Voice Control, Find Phone/Watch, Sedentary/Drink Reminders, Music/Camera Control, Weather Display, Vibration Alarm Clock, Timer, Stopwatch, Raise to Wake, Brightness Adjustment, 3 Menu Style, Smart Split Screen, Password, IP67 Waterproof    See more",6.7 ounces (189.95 grams),,11.81 x 3.97 x 0.68 inches (30 x 10.1 x 1.7 cm),B0DCVL17H2,Bluetooth,Erkwei,China,1 Lithium Polymer batteries required. (included),
"Smart Watch for Men Women Compatible Android iPhone, 2.09'' Smartwatch Fitness ...",MAD 630,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ICOLTYZYY-smart-watch-for-men-women-kids-compatible-android-iphone-hyglewy-2-09-x27-x27-smartwatch-fitness-tracker-with-heart-rate-sleep-monitor-blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Watch for Android Phones Answer Make Calls SMS Reminder Smartwatch Compatible ...,MAD 876,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/7UAGVVPK4-smart-watch-for-android-phones-answer-make-calls-heart-rate-blood-oxygen-sms-reminder-smartwatch-compatible-iphone-bluetooth-stainless-steel-fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smartwatch for Men Android iPhone Watch Smart Watch Answer/Make Call with Heart ...,MAD 603,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JNQP9MHQC-smartwatch-for-men-android-iphone-watch-smart-watch-answer-make-call-with-heart-rate-blood-pressure-pedometer-compass-barometer-sport-fitness-tracker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smart Watch for Men Women Fitness 1.9"" Bluetooth Call Smartwatch for Smart Phone ...","MAD 466                                                                        
                                                                            740",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MV99AR1FI-smart-watch-for-men-women-answer-make-call-1-7-smartwatch-ip68-waterproof-fitness-tracker-with-120-sport-modes-heart-rate-and-sleep-monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smartwatch for Men Android iPhone Watch Smart Watch Answer/Make Call with Heart ...,"MAD 603                                                                        
                                                                            740",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MEPLC7M14-reloj-inteligente-para-hombre-android-iphone-watch-reloj-inteligente-responder-hacer-llamadas-con-frecuencia-cardiaca-presion-arterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smartwatch for Men Women with Bluetooth Call 1.43"" AMOLED Screen Round Smart Watch ...","MAD 548                                                                        
                                                                            876",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JFU5T2W08-smartwatch-for-men-women-with-bluetooth-call-1-43-amoled-screen-round-smart-watch-compatible-android-ios-phone-100-sport-mode-wrist-fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smartwatch, Built-in Alexa, GPS, VO2 Max, HRV, Blood Oxygen, Sleep Monitoring, ...",MAD 1416,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MD9TP9C16-smartwatch-built-in-alexa-gps-vo2-max-hrv-blood-oxygen-sleep-monitoring-women-x27-s-health-custom-reminders-sports-tracking-1-32,,,,,,Square,3E+2 Milliamp Hours,,1.8 Inches (4.6 cm),,1.8 Inches (4.6 cm),Bluetooth,,GPS Via Smartphone,1.7 x 1.8 x 0.43 inches (4.3 x 4.6 x 1.1 cm),"August 25, 2023",,IDW15,Lithium Polymer,,,android,,VRPEFIT,"Bluetooth Call Receive/Dial, Alexa Voice Control, Heart Rate Blood Oxygen Sleep Monitor, Camera Control, Calories Steps Distance, 100 Sports Mode IP68 Waterproof    See more",1.41 ounces (39.97 grams),womens,,B0C2KJJZ4F,Bluetooth,VRPEFIT,,1 Lithium Polymer batteries required. (included),No
Smartwatch for Men Android iPhone Watch Smart Watch Answer/Make Call with Heart ...,"MAD 603                                                                        
                                                                            740",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MCXTIMOM8-smartwatch-for-men-android-iphone-watch-smart-watch-answer-make-call-with-heart-rate-blood-pressure-pedometer-compass-barometer-sport-fitness-tracker,,,,,,Square,3E+2 Milliamp Hours,,1.8 Inches (4.6 cm),,1.8 Inches (4.6 cm),Bluetooth,,GPS Via Smartphone,1.7 x 1.8 x 0.43 inches (4.3 x 4.6 x 1.1 cm),"August 25, 2023",,IDW15,Lithium Polymer,,,android,,VRPEFIT,"Bluetooth Call Receive/Dial, Alexa Voice Control, Heart Rate Blood Oxygen Sleep Monitor, Camera Control, Calories Steps Distance, 100 Sports Mode IP68 Waterproof    See more",1.41 ounces (39.97 grams),womens,,B0C2KJJZ4F,Bluetooth,VRPEFIT,,1 Lithium Polymer batteries required. (included),No
"Smart Watches for Men, 2.02 Inches Sports Fitness Watch with Bluetooth Call, ...","MAD 343                                                                        
                                                                            478",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J2S7IEULI-smart-watch-for-men-2-02-inches-sports-smartwatch-with-bluetooth-call-fitness-tracker-with-blood-oxygen-heart-rate-and-sleep-monitor-100-sports,,,,,,Square,3E+2 Milliamp Hours,,1.8 Inches (4.6 cm),,1.8 Inches (4.6 cm),Bluetooth,,GPS Via Smartphone,1.7 x 1.8 x 0.43 inches (4.3 x 4.6 x 1.1 cm),"August 25, 2023",,IDW15,Lithium Polymer,,,android,,VRPEFIT,"Bluetooth Call Receive/Dial, Alexa Voice Control, Heart Rate Blood Oxygen Sleep Monitor, Camera Control, Calories Steps Distance, 100 Sports Mode IP68 Waterproof    See more",1.41 ounces (39.97 grams),womens,,B0C2KJJZ4F,Bluetooth,VRPEFIT,,1 Lithium Polymer batteries required. (included),No
"Smart Watch Answer/Make Calls, Ultra Thin 1.43  AMOLED Smart Watches for Men Women, ...",MAD 193,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N2869K5CM-smart-watch-answer-make-calls-ultra-thin-1-43-amoled-smart-watches-for-men-women-100-sport-modes-fitness-tracker-with-blood-oxygen-heart,,,,,,Square,3E+2 Milliamp Hours,,1.8 Inches (4.6 cm),,1.8 Inches (4.6 cm),Bluetooth,,GPS Via Smartphone,1.7 x 1.8 x 0.43 inches (4.3 x 4.6 x 1.1 cm),"August 25, 2023",,IDW15,Lithium Polymer,,,android,,VRPEFIT,"Bluetooth Call Receive/Dial, Alexa Voice Control, Heart Rate Blood Oxygen Sleep Monitor, Camera Control, Calories Steps Distance, 100 Sports Mode IP68 Waterproof    See more",1.41 ounces (39.97 grams),womens,,B0C2KJJZ4F,Bluetooth,VRPEFIT,,1 Lithium Polymer batteries required. (included),No
"Smart Watch for Men Women, Bluetooth 5.3 Calling Alexa Built in, 1.8"" Activity ...",MAD 330,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FGS0EXX7C-smart-watch-for-men-women-bluetooth-5-3-calling-alexa-built-in-1-8-activity-fitness-tracker-for-iphone-android-phones-heart-rate-blood,,,,,,Square,3E+2 Milliamp Hours,,1.8 Inches (4.6 cm),,1.8 Inches (4.6 cm),Bluetooth,,GPS Via Smartphone,1.7 x 1.8 x 0.43 inches (4.3 x 4.6 x 1.1 cm),"August 25, 2023",,IDW15,Lithium Polymer,,,android,,VRPEFIT,"Bluetooth Call Receive/Dial, Alexa Voice Control, Heart Rate Blood Oxygen Sleep Monitor, Camera Control, Calories Steps Distance, 100 Sports Mode IP68 Waterproof    See more",1.41 ounces (39.97 grams),womens,,B0C2KJJZ4F,Bluetooth,VRPEFIT,,1 Lithium Polymer batteries required. (included),No
"Smart Watch for Men Answer/Make Call for Android iOS, Military Smartwatch Heart ...","MAD 603                                                                        
                                                                            876",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JMM0H0URW-smart-watch-for-men-answer-make-call-for-android-ios-military-smartwatch-heart-rate-blood-oxygen-sleep-monitor-step-counter-1-46-hd-waterproof,,,256 MB,,256 MB,Round,300 Milliamp Hours,,1.32 Inches (3.4 cm),,1.32 Inches (3.4 cm),Bluetooth,,Built-in GPS,,"September 10, 2024",,c4b17757-4101-474d-a5ec-f854c3053736,Lithium Polymer,,,"iOS, Android",,KECECO,"Multisport Tracker, GPS, Voice Control, Always On Display, Notifications",3.2 ounces (90.72 grams),womens,11.14 x 3.54 x 0.87 inches (28.3 x 9 x 2.2 cm),B0DDL8SB35,Bluetooth,,China,1 A batteries required.,
"BANGWEI Smart Watches for Men Answer/Make Call, 1,43"" AMOLED HD Touch Screen ...",MAD 876,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IJ8BEZ5ZS-bangwei-smart-watches-for-men-answer-make-call-1-43-amoled-hd-touch-screen-fitness-tracker-watch-with-heart-rate-spo2-sleep-monitor-step,,,256 MB,,256 MB,Round,300 Milliamp Hours,,1.32 Inches (3.4 cm),,1.32 Inches (3.4 cm),Bluetooth,,Built-in GPS,,"September 10, 2024",,c4b17757-4101-474d-a5ec-f854c3053736,Lithium Polymer,,,"iOS, Android",,KECECO,"Multisport Tracker, GPS, Voice Control, Always On Display, Notifications",3.2 ounces (90.72 grams),womens,11.14 x 3.54 x 0.87 inches (28.3 x 9 x 2.2 cm),B0DDL8SB35,Bluetooth,,China,1 A batteries required.,
"Smart Watch for Men Women Answer/Make Calls,1.83"" HD IP68 Waterproof Fitness Watch ...",MAD 330,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LYOL8TEX0-smart-watches-for-men-answer-make-calls-ai-control-1-83-for-android-phones-iphone-samsung-compatible-fitness-tracker-blood-oxygen-heart-rate,,,256 MB,,256 MB,Round,300 Milliamp Hours,,1.32 Inches (3.4 cm),,1.32 Inches (3.4 cm),Bluetooth,,Built-in GPS,,"September 10, 2024",,c4b17757-4101-474d-a5ec-f854c3053736,Lithium Polymer,,,"iOS, Android",,KECECO,"Multisport Tracker, GPS, Voice Control, Always On Display, Notifications",3.2 ounces (90.72 grams),womens,11.14 x 3.54 x 0.87 inches (28.3 x 9 x 2.2 cm),B0DDL8SB35,Bluetooth,,China,1 A batteries required.,
