title,price,image_url,product_url,Memory Speed,Product Dimensions,Hard Disk Description,Flash Memory Size,Included Components,Color,Style,Specific Uses For Product,Hard Drive Interface,Graphics Coprocessor,Number of USB 3.0 Ports,Operating System,RAM,Standing screen display size,Graphics Card Description,Card Description,Power Source,Screen Size,Series,Processor,Voltage,ASIN,Batteries,Item model number,CPU Manufacturer,CPU Model,Manufacturer,Max Screen Resolution,Optical Drive Type,Ram Memory Installed Size,Special Feature,Computer Memory Type,CPU Speed,Hard Drive Rotational Speed,Brand,Processor Brand,Number of Processors,Age Range (Description),Chipset Brand,Hard Disk Size,Hard Drive,Number of USB 2.0 Ports,Item Dimensions  LxWxH,Hardware Platform,Assembly Required,Date First Available,Average Battery Life (in hours),Graphics Card Ram Size,Model Name,Wireless Type,Country of Origin,Item Weight,Material,Screen Resolution
"Lenovo ThinkPad P1 Gen 4 20Y30036US 16"" Mobile Workstation - WQUXGA - 3840 x 2400 - ...",MAD 26534,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4XUNGH0TW-lenovo-thinkpad-p1-gen-4-20y30036us-16-mobile-workstation-wquxga-3840-x-2400-intel-core-i7-11th-gen-i7-11800h-octa-core-8-core-2-30-ghz,,15.91 x 1.07 x 12.29 inches (40.4 x 2.7 x 31.2 cm),,,,Black,,,Solid State,NVIDIA GeForce RTX 4080,3,Windows 11 Pro,DDR5,18 Inches (45.7 cm),Dedicated,Dedicated,Corded Electric,18 Inches (45.7 cm),Acer Predator Helios 18,5.8 GHz core_i9,,B0D6YF119Z,,Acer Predator Helios 18,,Core i9,,2560x1600 Pixels,No,32 GB,Backlit Keyboard,DDR5 RAM,,,acer,Intel,24,,NVIDIA,1 TB,1 TB SSD,,15.91 x 1.07 x 12.29 inches (40.4 x 2.7 x 31.2 cm),,,"June 12, 2024",,,Acer Predator Helios 18,802.11.be,,7.17 pounds (3.25 kg),,2560 x 1600 pixels
"hp Notebook Laptop 15.6"" HD Touchscreen, 12th Intel 6-Core i3-1215U Processor, 16GB ...",MAD 6820,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MRECITQ2M-hp-notebook-laptop-15-6-hd-touchscreen-12th-intel-6-core-i3-1215u-processor-16gb-ram-1tb-pcie-ssd-type-c-hdmi-sd-card-reader-windows-11-gm,,15.91 x 1.07 x 12.29 inches (40.4 x 2.7 x 31.2 cm),,,,Black,,,Solid State,NVIDIA GeForce RTX 4080,3,Windows 11 Pro,DDR5,18 Inches (45.7 cm),Dedicated,Dedicated,Corded Electric,18 Inches (45.7 cm),Acer Predator Helios 18,5.8 GHz core_i9,,B0D6YF119Z,,Acer Predator Helios 18,,Core i9,,2560x1600 Pixels,No,32 GB,Backlit Keyboard,DDR5 RAM,,,acer,Intel,24,,NVIDIA,1 TB,1 TB SSD,,15.91 x 1.07 x 12.29 inches (40.4 x 2.7 x 31.2 cm),,,"June 12, 2024",,,Acer Predator Helios 18,802.11.be,,7.17 pounds (3.25 kg),,2560 x 1600 pixels
"Lenovo Yoga C740 14 Business 2-in-1 Laptop 14"" FHD IPS Touchscreen 10th Gen Intel ...",MAD 16440,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/36IZ0YA-2020-latest-lenovo-yoga-c740-convertible-2-in-1-laptop-14-fhd-ips-touchscreen-10th-gen-intel-quad-core-i5-10210u-beats-i7-8550u-8gb-ddr4-512gb-pcie-ss,,15.91 x 1.07 x 12.29 inches (40.4 x 2.7 x 31.2 cm),,,,Black,,,Solid State,NVIDIA GeForce RTX 4080,3,Windows 11 Pro,DDR5,18 Inches (45.7 cm),Dedicated,Dedicated,Corded Electric,18 Inches (45.7 cm),Acer Predator Helios 18,5.8 GHz core_i9,,B0D6YF119Z,,Acer Predator Helios 18,,Core i9,,2560x1600 Pixels,No,32 GB,Backlit Keyboard,DDR5 RAM,,,acer,Intel,24,,NVIDIA,1 TB,1 TB SSD,,15.91 x 1.07 x 12.29 inches (40.4 x 2.7 x 31.2 cm),,,"June 12, 2024",,,Acer Predator Helios 18,802.11.be,,7.17 pounds (3.25 kg),,2560 x 1600 pixels
"HP Stream 14 Inch Laptop for Student Intel Celeron N4120,16GB RAM,128GB ...",MAD 4292,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N26KWEJQU-stream-14-inch-laptop-for-student-intel-celeron-n4120-16gb-ram-128gb-emmc-microsoft-365-with-1tb-cloud-storage-720p-webcam-windows-11-s-long-battery,,15.91 x 1.07 x 12.29 inches (40.4 x 2.7 x 31.2 cm),,,,Black,,,Solid State,NVIDIA GeForce RTX 4080,3,Windows 11 Pro,DDR5,18 Inches (45.7 cm),Dedicated,Dedicated,Corded Electric,18 Inches (45.7 cm),Acer Predator Helios 18,5.8 GHz core_i9,,B0D6YF119Z,,Acer Predator Helios 18,,Core i9,,2560x1600 Pixels,No,32 GB,Backlit Keyboard,DDR5 RAM,,,acer,Intel,24,,NVIDIA,1 TB,1 TB SSD,,15.91 x 1.07 x 12.29 inches (40.4 x 2.7 x 31.2 cm),,,"June 12, 2024",,,Acer Predator Helios 18,802.11.be,,7.17 pounds (3.25 kg),,2560 x 1600 pixels
"acer - Predator Helios 18 Gaming Laptop - 18"" 2560 x 1600 IPS 240Hz, Intel ...",MAD 39682,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JOE2OKGXA-acer-predator-helios-18-gaming-laptop-intel-24-core-i9-14900hx-rtx-4080-18-4k-ips-240hz-display-32gb-ddr5-1tb-ssd-backlit-keyboard-windows-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Newest Pavilion Touchscreen Laptop for Business Student, with Microsoft Office ...",MAD 11534,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JLS7836VY-hp-newest-pavilion-touchscreen-laptop-for-business-student-with-microsoft-office-lifetime-license-15-6-fhd-display-13th-gen-10-core-i5-1335u,,,,,,With Stylus Pen,,Multimedia,,,,Windows 11,‎16 GB,‎10.5 Inches,,,,10.5 Inches (26.7 cm) (26.7 cm),‎TL15,‎3.4 GHz celeron,,,,,,Celeron,,,,16 GB,,‎DDR4 SDRAM,3.4 GHz,,Tuofudun,‎Intel,,,,512 GB,‎512 GB,,,‎PC,,2025-01-04 09:03:44,,,TL15,,,2.5 lbs (1.13 kg),,
"Acer - Predator Helios NEO 16"" WUXGA 165HZ IPS Gaming Laptop - Intel I5-13500HX ...",MAD 16179,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FGQV7760I-acer-predator-helios-neo-16-wuxga-165hz-ips-gaming-laptop-intel-i5-13500hx-13700h-geforce-rtx-4050-rtx-3060-steel-gray-with,,,,,,With Stylus Pen,,Multimedia,,,,Windows 11,‎16 GB,‎10.5 Inches,,,,10.5 Inches (26.7 cm) (26.7 cm),‎TL15,‎3.4 GHz celeron,,,,,,Celeron,,,,16 GB,,‎DDR4 SDRAM,3.4 GHz,,Tuofudun,‎Intel,,,,512 GB,‎512 GB,,,‎PC,,2025-01-04 09:03:44,,,TL15,,,2.5 lbs (1.13 kg),,
"EXCaliberPC [2024] MSI Raider GE78 HX 14VGG-205US Intel Core i9-14900HX, 32GB DDR5 ...",MAD 35843,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IISXQUXO4-2024-msi-raider-ge78-hx-14vgg-205us-intel-core-i9-14900hx-32gb-ddr5-ram-2tb-wd-nvme-ssd-nvidia-geforce-rtx-4070-17-qhd-240hz-windows-11,,,,,,With Stylus Pen,,Multimedia,,,,Windows 11,‎16 GB,‎10.5 Inches,,,,10.5 Inches (26.7 cm) (26.7 cm),‎TL15,‎3.4 GHz celeron,,,,,,Celeron,,,,16 GB,,‎DDR4 SDRAM,3.4 GHz,,Tuofudun,‎Intel,,,,512 GB,‎512 GB,,,‎PC,,2025-01-04 09:03:44,,,TL15,,,2.5 lbs (1.13 kg),,
"HP 14"" Laptop, One Year Office 365 Included, Intel 4-Core N4120 Processor 2.6 GHz, ...",MAD 3459,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MBMWGDCMM-14-laptop-one-year-office-365-included-intel-4-core-n4120-processor-2-6-ghz-11-hours-long-battery-life-8gb-ram-128gb-emmc-storage-128gb,,,,,,With Stylus Pen,,Multimedia,,,,Windows 11,‎16 GB,‎10.5 Inches,,,,10.5 Inches (26.7 cm) (26.7 cm),‎TL15,‎3.4 GHz celeron,,,,,,Celeron,,,,16 GB,,‎DDR4 SDRAM,3.4 GHz,,Tuofudun,‎Intel,,,,512 GB,‎512 GB,,,‎PC,,2025-01-04 09:03:44,,,TL15,,,2.5 lbs (1.13 kg),,
"360  Yoga N95 Laptop,Dual 10.5 Inch IPS Touch Screen,16GB DDR4 512GB SSD,with ...",MAD 6939,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N26KZS2FQ-360-yoga-n95-laptop-dual-10-5-inch-ips-touch-screen-16gb-ddr4-512gb-ssd-with-stylus-pen-2-in-1-tablet-pc-notebook-office-mini-computer,,12.76 x 8.86 x 0.71 inches (32.4 x 22.5 x 1.8 cm),,,,Black,,,Solid State,Intel UHD Graphics,,Windows 11 S,16 GB DDR4,14 Inches (35.6 cm),Integrated,Integrated,,14 Inches (35.6 cm),HP Stream,1.1 GHz celeron,,B0DFW76W5G,,HP Stream N4120,,Celeron,,1366 x 768 Pixels,,16 GB,Anti Glare Coating,DDR4 SDRAM,,,HP,Intel,4,,Intel,128 GB,128 GB Emmc,,12.76 x 8.86 x 0.71 inches (32.4 x 22.5 x 1.8 cm),PC,,"September 2, 2024",,,HP Stream,802.11ac,,3.24 pounds (1.47 kg),,1366 x 768 pixels
"Lenovo ThinkPad L14 Home and Business Laptop Intel i7-10510U 4-Core, 64GB RAM, 2TB ...",MAD 28068,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4CU9YBH0G-lenovo-thinkpad-l14-home-and-business-laptop-intel-i7-10510u-4-core-64gb-ram-2tb-pcie-ssd-intel-uhd-graphics-14-0-full-hd-1920x1080,,12.76 x 8.86 x 0.71 inches (32.4 x 22.5 x 1.8 cm),,,,Black,,,Solid State,Intel UHD Graphics,,Windows 11 S,16 GB DDR4,14 Inches (35.6 cm),Integrated,Integrated,,14 Inches (35.6 cm),HP Stream,1.1 GHz celeron,,B0DFW76W5G,,HP Stream N4120,,Celeron,,1366 x 768 Pixels,,16 GB,Anti Glare Coating,DDR4 SDRAM,,,HP,Intel,4,,Intel,128 GB,128 GB Emmc,,12.76 x 8.86 x 0.71 inches (32.4 x 22.5 x 1.8 cm),PC,,"September 2, 2024",,,HP Stream,802.11ac,,3.24 pounds (1.47 kg),,1366 x 768 pixels
"HP Stream 14"" HD Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage 128GB eMMC + ...",MAD 5508,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M76FDW7DK-hp-stream-14-hd-laptop-intel-celeron-n4120-16gb-ram-288gb-storage-128gb-emmc-160gb-ssd-docking-station-set-intel-uhd-graphics-hd,,12.76 x 8.86 x 0.71 inches (32.4 x 22.5 x 1.8 cm),,,,Black,,,Solid State,Intel UHD Graphics,,Windows 11 S,16 GB DDR4,14 Inches (35.6 cm),Integrated,Integrated,,14 Inches (35.6 cm),HP Stream,1.1 GHz celeron,,B0DFW76W5G,,HP Stream N4120,,Celeron,,1366 x 768 Pixels,,16 GB,Anti Glare Coating,DDR4 SDRAM,,,HP,Intel,4,,Intel,128 GB,128 GB Emmc,,12.76 x 8.86 x 0.71 inches (32.4 x 22.5 x 1.8 cm),PC,,"September 2, 2024",,,HP Stream,802.11ac,,3.24 pounds (1.47 kg),,1366 x 768 pixels
"Lenovo Yoga 7i 16"" WUXGA 2 in 1 Touchscreen Laptop | Intel Core i7-1335U Processor ...",MAD 11807,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/F994K97IW-lenovo-yoga-7i-16-wuxga-2-in-1-touchscreen-laptop-intel-core-i7-1335u-processor-intel-iris-xe-16gb-ram-ddr5-1024gb-ssd-backlit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage ...",MAD 5508,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MITR3SOI2-stream-14-hd-brightview-laptop-intel-celeron-n4120-16gb-ram-288gb-storage-128gb-emmc-160gb-ssd-docking-station-set-intel-uhd-graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 14 Inch Ultra Light Laptop, Intel Quad-Core N4120, 16GB RAM, 320GB 64GB ...",MAD 4565,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ICWNOYEVK-hp-14-inch-laptop-computer-newest-intel-quad-core-4120-processor-16gb-ram-192gb-storage-64gb-emmc-256gb-micro-sd-12h-battery-life-uhd-graphics,,12.76 x 8.86 x 0.71 inches (32.4 x 22.5 x 1.8 cm),,,,Black,,,Solid State,Intel,,Windows 11,DDR4,14 Inches (35.6 cm),Integrated,Integrated,,14 Inches (35.6 cm),14-dq0761dx,1.1 GHz celeron_n4000,,B0D973VWWR,1 Lithium Ion batteries required. (included),14-dq0761dx,,Celeron N4000,,1366 X 768 Pixels,,16 GB,Memory Card Slot,DDR4 SDRAM,,,HP,Intel,4,,Intel,128 GB,128 GB SSD,,12.76 x 8.86 x 0.71 inches (32.4 x 22.5 x 1.8 cm),PC,,"July 11, 2024",,,14-dq0761dx,802.11n,,3.24 pounds (1.47 kg),,1366 x 768 pixels
"HP 17 Inch Laptop, 17.3"" Full HD 1920x1080 IPS Screen, Intel Core i3-N3058-core, ...",MAD 7025,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IJ70HLRUO-hp-17-inch-laptop-17-3-full-hd-1920x1080-ips-screen-intel-core-i3-n305-8-core-8-thread-8gb-ram-512gb-pcie-ssd-natural-silver-windows-11,,12.76 x 8.86 x 0.71 inches (32.4 x 22.5 x 1.8 cm),,,,Black,,,Solid State,Intel,,Windows 11,DDR4,14 Inches (35.6 cm),Integrated,Integrated,,14 Inches (35.6 cm),14-dq0761dx,1.1 GHz celeron_n4000,,B0D973VWWR,1 Lithium Ion batteries required. (included),14-dq0761dx,,Celeron N4000,,1366 X 768 Pixels,,16 GB,Memory Card Slot,DDR4 SDRAM,,,HP,Intel,4,,Intel,128 GB,128 GB SSD,,12.76 x 8.86 x 0.71 inches (32.4 x 22.5 x 1.8 cm),PC,,"July 11, 2024",,,14-dq0761dx,802.11n,,3.24 pounds (1.47 kg),,1366 x 768 pixels
"Lenovo 2024 Newest IdeaPad Flex 5i Chromebook Plus 2-in-1 Laptop, 14"" WUXGA ...",MAD 7148,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LYNW5FSTW-2024-newest-ideapad-flex-5i-chromebook-plus-2-in-1-laptop-14-wuxga-touchscreen-intel-6-core-i3-1315u-8gb-ram-128gb-emmc-128gb-sd-card,,12.76 x 8.86 x 0.71 inches (32.4 x 22.5 x 1.8 cm),,,,Black,,,Solid State,Intel,,Windows 11,DDR4,14 Inches (35.6 cm),Integrated,Integrated,,14 Inches (35.6 cm),14-dq0761dx,1.1 GHz celeron_n4000,,B0D973VWWR,1 Lithium Ion batteries required. (included),14-dq0761dx,,Celeron N4000,,1366 X 768 Pixels,,16 GB,Memory Card Slot,DDR4 SDRAM,,,HP,Intel,4,,Intel,128 GB,128 GB SSD,,12.76 x 8.86 x 0.71 inches (32.4 x 22.5 x 1.8 cm),PC,,"July 11, 2024",,,14-dq0761dx,802.11n,,3.24 pounds (1.47 kg),,1366 x 768 pixels
"Lenovo IdeaPad Business Laptop, 15.6"" FHD 1080p Touchscreen, Intel Core i3-1215U, ...",MAD 7913,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JOCZCWRE4-ideapad-business-laptop-15-6-fhd-1080p-touchscreen-intel-core-i3-1215u-40gb-ram-2tb-pcie-ssd-wi-fi-6-webcam-windows-11-home-w-1-year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 2024 14 HD LED Display Laptop, Intel Celeron N41204-core, 16GB RAM, 384GB128GB ...",MAD 4565,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N26JXE0NO-2024-14-hd-led-display-laptop-intel-celeron-n4120-4-core-16gb-ram-384gb-128gb-ssd-256gb-card-sd-card-slot-usb-c-black-light-weight-windows,,‎11.4 x 0.8 x 7.8 inches,Emmc,‎64 GB,,Gray,,,,,‎2,Chrome OS,‎DDR5,‎11.6 Inches,Integrated,‎Integrated,‎Battery Powered,11.6 Inches (29.5 cm),‎NL73,‎3.4 GHz intel_n100,,,,,,Intel N100,,‎1366 x 768 pixels,,4 GB,,,3.4 GHz,,CTL,‎Intel,‎4,,‎Intel,,‎Emmc,,‎11.4 x 0.8 x 7.8 inches,,,2024-12-18 14:24:31,,,NL73,,,‎2.8 pounds,,
CTL Chromebook NL73,MAD 3989,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MXALDIABC-ctl-chromebook-nl73,,‎11.4 x 0.8 x 7.8 inches,Emmc,‎64 GB,,Gray,,,,,‎2,Chrome OS,‎DDR5,‎11.6 Inches,Integrated,‎Integrated,‎Battery Powered,11.6 Inches (29.5 cm),‎NL73,‎3.4 GHz intel_n100,,,,,,Intel N100,,‎1366 x 768 pixels,,4 GB,,,3.4 GHz,,CTL,‎Intel,‎4,,‎Intel,,‎Emmc,,‎11.4 x 0.8 x 7.8 inches,,,2024-12-18 14:24:31,,,NL73,,,‎2.8 pounds,,
"Gaming Laptop, 15.6 Inch Lap top, Laptops 8GB 256GB SSD, N5095 Traditional ...",MAD 3186,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MVW1XZLSW-gaming-laptop-15-6-inch-laptops-laptop-computer-8gb-ram-256gb-ssd-n5095-laptops-180-angle-opening-fingerprint-unlock-backlit-keyboard-1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Portable Windows Laptop with Intel Celeron N3350CPU 3GB RAM 64GB EMMC 10.1inch ...,MAD 2243,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M63H3H4WK-mini-portable-windows-laptop-with-intel-celeron-n3350cpu-3gb-ram-64gb-emmc-10-1inch-ips-screen-laptops-for-kids-student-men-women-blue,,‎14 x 0.7 x 9 inches,,‎512 GB,,Silver,,,,,‎2,Win,‎LPDDR4,‎15.6 Inches,Integrated,‎Integrated,,15.6 Inches (39.6 cm),‎UL153,‎1.7 GHz celeron_n,,,‎1 Lithium Ion batteries required. (included),‎UL153,,Celeron N,,‎1920x1080 Pixels,‎NO,8 GB,"HD Audio, Fingerprint Reader, 180 Degrees Open, Backlit Keyboard, Numeric Keypad",‎DDR4 SDRAM,,,DUNHOO,‎Celeron,‎1,,‎Celeron,512 GB,‎512 GB SSD,,‎14 x 0.7 x 9 inches,,,2024-12-12 03:17:44,‎4 Hours,,UL153,‎802.11ac,,‎5.3 pounds,,‎1920 x 1080 pixels
"Lap Desk, Portable Laptop Desk Fits Up to 16  Laptops, with Tablet Slot, Built-in ...","MAD 343                                                                        
                                                                            425",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/G5N6S13O6-lap-desk-marbling-portable-laptop-desk-fits-up-to-16-laptops-with-tablet-slot-built-in-cushion-great-for-home-office-lap-desk-for,,‎14 x 0.7 x 9 inches,,‎512 GB,,Silver,,,,,‎2,Win,‎LPDDR4,‎15.6 Inches,Integrated,‎Integrated,,15.6 Inches (39.6 cm),‎UL153,‎1.7 GHz celeron_n,,,‎1 Lithium Ion batteries required. (included),‎UL153,,Celeron N,,‎1920x1080 Pixels,‎NO,8 GB,"HD Audio, Fingerprint Reader, 180 Degrees Open, Backlit Keyboard, Numeric Keypad",‎DDR4 SDRAM,,,DUNHOO,‎Celeron,‎1,,‎Celeron,512 GB,‎512 GB SSD,,‎14 x 0.7 x 9 inches,,,2024-12-12 03:17:44,‎4 Hours,,UL153,‎802.11ac,,‎5.3 pounds,,‎1920 x 1080 pixels
Mini Portable Windows Laptop with Intel Celeron N3350CPU 3GB RAM 64GB EMMC 10.1inch ...,MAD 2243,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M73WMAAPU-zhaohuixin-mini-portable-windows-laptop-with-intel-celeron-n3350cpu-3gb-ram-64gb-emmc-10-1inch-ips-screen-laptops-for-kids-student-men-women,,‎14 x 0.7 x 9 inches,,‎512 GB,,Silver,,,,,‎2,Win,‎LPDDR4,‎15.6 Inches,Integrated,‎Integrated,,15.6 Inches (39.6 cm),‎UL153,‎1.7 GHz celeron_n,,,‎1 Lithium Ion batteries required. (included),‎UL153,,Celeron N,,‎1920x1080 Pixels,‎NO,8 GB,"HD Audio, Fingerprint Reader, 180 Degrees Open, Backlit Keyboard, Numeric Keypad",‎DDR4 SDRAM,,,DUNHOO,‎Celeron,‎1,,‎Celeron,512 GB,‎512 GB SSD,,‎14 x 0.7 x 9 inches,,,2024-12-12 03:17:44,‎4 Hours,,UL153,‎802.11ac,,‎5.3 pounds,,‎1920 x 1080 pixels
Mini Portable Windows Laptop with Intel Celeron N3350CPU 3GB RAM 64GB EMMC 10.1inch ...,MAD 2243,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MC1KQ8JKW-mini-portable-windows-laptop-with-intel-celeron-n3350cpu-3gb-ram-64gb-emmc-10-1inch,,‎14 x 0.7 x 9 inches,,‎512 GB,,Silver,,,,,‎2,Win,‎LPDDR4,‎15.6 Inches,Integrated,‎Integrated,,15.6 Inches (39.6 cm),‎UL153,‎1.7 GHz celeron_n,,,‎1 Lithium Ion batteries required. (included),‎UL153,,Celeron N,,‎1920x1080 Pixels,‎NO,8 GB,"HD Audio, Fingerprint Reader, 180 Degrees Open, Backlit Keyboard, Numeric Keypad",‎DDR4 SDRAM,,,DUNHOO,‎Celeron,‎1,,‎Celeron,512 GB,‎512 GB SSD,,‎14 x 0.7 x 9 inches,,,2024-12-12 03:17:44,‎4 Hours,,UL153,‎802.11ac,,‎5.3 pounds,,‎1920 x 1080 pixels
"Gaming Laptop, 15.6 Inch Lap top, Laptops 8GB 512GB SSD, N5095 Traditional ...","MAD 3609                                                                        
                                                                            4156",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MWKTUGBJM-gaming-laptop-15-6-inch-laptops-laptop-computer-8gb-ram-512gb-ssd-n5095-laptops-180-angle-opening-fingerprint-unlock-backlit-keyboard-1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Portable Windows Laptop with Intel Celeron N3350CPU 3GB RAM 64GB EMMC 10.1inch ...,MAD 2243,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M6VT7UXUE-mini-portable-windows-laptop-with-intel-celeron-n3350cpu-3gb-ram-64gb-emmc-10-1inch-ips-screen-laptops-for-kids-student-men-women-white,,"3.94""D x 17.72""W x 3.94""H (10 x 45 x 10 cm)",,,Refer to description,Gray,Unisex,,,,,,,,,,,,,,,B0DPQ253SL,,MLURUSFU6GOLEG5OVAEW,,,Sinolmaibe,,,,Refer to description,,,,Sinolmaibe,,,Refer to description,,,,,,,No,"December 6, 2024",,,,,China,6.8 Pounds (3.08 kg),Refer to description,
"Lap Desk, Portable Laptop Desk Fits Up to 16  Laptops, with Tablet Slot, Built-in ...","MAD 343                                                                        
                                                                            425",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J2SWOQGU8-lap-desk-portable-laptop-desk-fits-up-to-16-laptops-with-tablet-slot-built-in-cushion-great-for-home-office-lap-desk-for-laptop-laptop,,"3.94""D x 17.72""W x 3.94""H (10 x 45 x 10 cm)",,,Refer to description,Gray,Unisex,,,,,,,,,,,,,,,B0DPQ253SL,,MLURUSFU6GOLEG5OVAEW,,,Sinolmaibe,,,,Refer to description,,,,Sinolmaibe,,,Refer to description,,,,,,,No,"December 6, 2024",,,,,China,6.8 Pounds (3.08 kg),Refer to description,
"Lap Desk, Portable Laptop Desk Fits Up to 16  Laptops, with Tablet Slot, Built-in ...","MAD 343                                                                        
                                                                            425",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4F86HYX3K-lap-desk-white-marble-portable-laptop-desk-fits-up-to-16-laptops-with-built-in-cushion-great-for-home-office,,"3.94""D x 17.72""W x 3.94""H (10 x 45 x 10 cm)",,,Refer to description,Gray,Unisex,,,,,,,,,,,,,,,B0DPQ253SL,,MLURUSFU6GOLEG5OVAEW,,,Sinolmaibe,,,,Refer to description,,,,Sinolmaibe,,,Refer to description,,,,,,,No,"December 6, 2024",,,,,China,6.8 Pounds (3.08 kg),Refer to description,
"Gaming Laptop, 15.6 Inch Lap top, Laptops 24GB 1TB SSD, N5095 Traditional ...",MAD 5522,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MDA7GEW2A-15-6-inch-laptop-24gb-ram-laptop-1tb-ssd-n5095-gaming-laptop-fingerprint-unlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lap Desks for Laptops - Fold up Bed Table Tray,Laptop Bed Desk with Light, Fan, ...",MAD 831,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N3TUV4STE-lap-desks-for-laptops-fold-up-bed-table-tray-laptop-bed-desk-with-light-fan-drawer-usb-interface-for-bedroom-dorm-bed-couch-sofa-floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
