title,price,promo,coupon,product_url,collection_date,brand,screen_size,color,hard_disk_size,cpu_model
"Sceptre Curved 24.5-inch Gaming Monitor up to 240Hz 1080p R1500 1ms DisplayPort x2 HDMI x2 Blue Light Shift Build-in Speakers, Machine Black 2023 (C255B-FWT240)",$149.97,"Thu, Jan 30",No coupon,https://www.amazon.com/Sceptre-24-5-inch-DisplayPort-Speakers-C255B-FWT240/dp/B0BTKJFRDV/ref=sr_1_11?dib=eyJ2IjoiMSJ9.13gnvC8jJBWKR_aHz-dsvL1kR-C3P1qmfczdxd6IOxxjs1PfAF_jka4NaB2lTfPOaTC3xzw_UEvDYXjdTOhllmD_eSo33WGm4-Lx4OojAl009t7cLhSe_rddMQ8-F8zjtqNhP6j4QKZtgGw7nPS8vwwBbDpxR1HXUiPJFT6pn9TWmHhTxqXkbDxemHWrJqQNNVFznT0hyczynjFfUQN8V7gwZU-oHtMobf_78vdi6jo.roB7bdtGgY6D-vwpuo5vsWo6tHo10CuVSVJrRl40pcA&dib_tag=se&keywords=monitor&qid=1737385595&sr=8-11,2025-01-20 16:06:38,Sceptre,24.5 Inches,FHD 1080p,16:9,Matte
"CRUA 30Inch Ultrawide Curved Monitor, 21:9 WFHD(2560x1080P) VA Computer Monitor, 99% sRGB 100HZ 1500R PC Monitors Support FreeSync, Wall-Mounted, with HDMI/DP Display Port-Black",$149.99,"Fri, Jan 31",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjIxNDc0Nzg5Nzg4MDMxOjE3MzczODU1OTY6c3BfbXRmOjMwMDI3MTc3MzcyNjgwMjo6MDo6&url=%2FCRUA-30Inch-Ultrawide-Curved-Monitor%2Fdp%2FB0CYZ5ZX6V%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.13gnvC8jJBWKR_aHz-dsvL1kR-C3P1qmfczdxd6IOxxjs1PfAF_jka4NaB2lTfPOaTC3xzw_UEvDYXjdTOhllmD_eSo33WGm4-Lx4OojAl009t7cLhSe_rddMQ8-F8zjtqNhP6j4QKZtgGw7nPS8vwwBbDpxR1HXUiPJFT6pn9TWmHhTxqXkbDxemHWrJqQNNVFznT0hyczynjFfUQN8V7gwZU-oHtMobf_78vdi6jo.roB7bdtGgY6D-vwpuo5vsWo6tHo10CuVSVJrRl40pcA%26dib_tag%3Dse%26keywords%3Dmonitor%26qid%3D1737385595%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-01-20 16:06:38,CRUA,29.5 Inches,FHD 1080p Ultra Wide,21:9,Matte
"SAMSUNG 24-Inch S43GC Series Business Essential Computer Monitor, IPS Panel, Height Adjustable Stand, Triple Input, New DisplayPort, 100Hz, AMD FreeSync, Advanced Eye Care LS24C432GANXZA, 2024",$99.99,"Tue, Feb 4",No coupon,https://www.amazon.com/SAMSUNG-Essential-Adjustable-DisplayPort-LS24C432GANXZA/dp/B0CNDDGPYY/ref=sr_1_13?dib=eyJ2IjoiMSJ9.13gnvC8jJBWKR_aHz-dsvL1kR-C3P1qmfczdxd6IOxxjs1PfAF_jka4NaB2lTfPOaTC3xzw_UEvDYXjdTOhllmD_eSo33WGm4-Lx4OojAl009t7cLhSe_rddMQ8-F8zjtqNhP6j4QKZtgGw7nPS8vwwBbDpxR1HXUiPJFT6pn9TWmHhTxqXkbDxemHWrJqQNNVFznT0hyczynjFfUQN8V7gwZU-oHtMobf_78vdi6jo.roB7bdtGgY6D-vwpuo5vsWo6tHo10CuVSVJrRl40pcA&dib_tag=se&keywords=monitor&qid=1737385595&sr=8-13,2025-01-20 16:06:38,SAMSUNG,23.8 Inches,FHD 1080p,16:9,Flat
"Acer SB270 G0bi 27"" IPS Full HD (1920 x 1080) Ultra-Thin Zero-Frame Gaming Office Monitor | Adaptive-Sync Support (FreeSync Compatible) | Up to 120Hz Refresh | 1ms (VRB) | Tilt | HDMI & VGA Ports",$99.99,"Fri, Jan 31",No coupon,https://www.amazon.com/acer-Ultra-Thin-Zero-Frame-Adaptive-Sync-Compatible/dp/B0D9HW6Q57/ref=sr_1_14?dib=eyJ2IjoiMSJ9.13gnvC8jJBWKR_aHz-dsvL1kR-C3P1qmfczdxd6IOxxjs1PfAF_jka4NaB2lTfPOaTC3xzw_UEvDYXjdTOhllmD_eSo33WGm4-Lx4OojAl009t7cLhSe_rddMQ8-F8zjtqNhP6j4QKZtgGw7nPS8vwwBbDpxR1HXUiPJFT6pn9TWmHhTxqXkbDxemHWrJqQNNVFznT0hyczynjFfUQN8V7gwZU-oHtMobf_78vdi6jo.roB7bdtGgY6D-vwpuo5vsWo6tHo10CuVSVJrRl40pcA&dib_tag=se&keywords=monitor&qid=1737385595&sr=8-14,2025-01-20 16:06:38,acer,27 Inches,FHD 1080p,16:9,Glossy
SANSUI Monitor 24 inch 100Hz USB Type-C Computer Monitor丨FHD 1080P PC Monitor丨HDMI丨FreeSync丨HDR丨Earphone Jack丨 Ergonomic Tilt for Home and Office,$79.99,"Fri, Jan 31",10% off coupon applied,https://www.amazon.com/SANSUI-Computer-Monitor%E4%B8%A8FHD-Monitor%E4%B8%A8HDMI%E4%B8%A8FreeSync%E4%B8%A8HDR%E4%B8%A8Earphone-Ergonomic/dp/B0D22TVRWH/ref=sr_1_15?dib=eyJ2IjoiMSJ9.13gnvC8jJBWKR_aHz-dsvL1kR-C3P1qmfczdxd6IOxxjs1PfAF_jka4NaB2lTfPOaTC3xzw_UEvDYXjdTOhllmD_eSo33WGm4-Lx4OojAl009t7cLhSe_rddMQ8-F8zjtqNhP6j4QKZtgGw7nPS8vwwBbDpxR1HXUiPJFT6pn9TWmHhTxqXkbDxemHWrJqQNNVFznT0hyczynjFfUQN8V7gwZU-oHtMobf_78vdi6jo.roB7bdtGgY6D-vwpuo5vsWo6tHo10CuVSVJrRl40pcA&dib_tag=se&keywords=monitor&qid=1737385595&sr=8-15,2025-01-20 16:06:38,SANSUI,24,FHD 1080p,16:9,Matte
"Acer KB272 G0bi 27"" IPS Full HD (1920 x 1080) Gaming Office Monitor | Adaptive-Sync Support (FreeSync Compatible) | Up to 120Hz Refresh | 1ms (VRB) | sRGB 99% | Tilt | HDMI & VGA Ports",$99.99,No promotion,No coupon,https://www.amazon.com/acer-Monitor-Adaptive-Sync-FreeSync-Compatible/dp/B0D9MK23S7/ref=sr_1_16?dib=eyJ2IjoiMSJ9.13gnvC8jJBWKR_aHz-dsvL1kR-C3P1qmfczdxd6IOxxjs1PfAF_jka4NaB2lTfPOaTC3xzw_UEvDYXjdTOhllmD_eSo33WGm4-Lx4OojAl009t7cLhSe_rddMQ8-F8zjtqNhP6j4QKZtgGw7nPS8vwwBbDpxR1HXUiPJFT6pn9TWmHhTxqXkbDxemHWrJqQNNVFznT0hyczynjFfUQN8V7gwZU-oHtMobf_78vdi6jo.roB7bdtGgY6D-vwpuo5vsWo6tHo10CuVSVJrRl40pcA&dib_tag=se&keywords=monitor&qid=1737385595&sr=8-16,2025-01-20 16:06:38,acer,27 Inches,FHD 1080p,16:9,Glossy
"Z-Edge 27-inch Curved Gaming Monitor 16:9 2560x1440 165/144Hz 1ms Frameless LED Gaming Monitor, UG27Q AMD Freesync Premium Display Port HDMI",$169.99,"Mon, Feb 3",$20.00 off coupon applied,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjIxNDc0Nzg5Nzg4MDMxOjE3MzczODU1OTY6c3BfbXRmOjIwMDE2MDE3NDkyMDM5ODo6MDo6&url=%2FZ-Edge-UG27Q-27-inch-Curved-Monitor%2Fdp%2FB0BW47KFXB%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.13gnvC8jJBWKR_aHz-dsvL1kR-C3P1qmfczdxd6IOxxjs1PfAF_jka4NaB2lTfPOaTC3xzw_UEvDYXjdTOhllmD_eSo33WGm4-Lx4OojAl009t7cLhSe_rddMQ8-F8zjtqNhP6j4QKZtgGw7nPS8vwwBbDpxR1HXUiPJFT6pn9TWmHhTxqXkbDxemHWrJqQNNVFznT0hyczynjFfUQN8V7gwZU-oHtMobf_78vdi6jo.roB7bdtGgY6D-vwpuo5vsWo6tHo10CuVSVJrRl40pcA%26dib_tag%3Dse%26keywords%3Dmonitor%26qid%3D1737385595%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-01-20 16:06:38,Z Z-EDGE,27 Inches,QHD Wide 1440p,16:9,Matte
"SAMSUNG 24-Inch Odyssey G3 (G30D) Series FHD Gaming Monitor, 1ms, 180Hz, AMD FreeSync, Adjustable Stand, Black Equalizer, Virtual Aim Point, Eye Saver Mode, Flicker-Free, LS24DG302ENXZA, 2024",$119.99,"Thu, Jan 30",No coupon,https://www.amazon.com/SAMSUNG-Adjustable-Equalizer-Flicker-Free-LS24DG302ENXZA/dp/B0D5ZZ9G26/ref=sr_1_18?dib=eyJ2IjoiMSJ9.13gnvC8jJBWKR_aHz-dsvL1kR-C3P1qmfczdxd6IOxxjs1PfAF_jka4NaB2lTfPOaTC3xzw_UEvDYXjdTOhllmD_eSo33WGm4-Lx4OojAl009t7cLhSe_rddMQ8-F8zjtqNhP6j4QKZtgGw7nPS8vwwBbDpxR1HXUiPJFT6pn9TWmHhTxqXkbDxemHWrJqQNNVFznT0hyczynjFfUQN8V7gwZU-oHtMobf_78vdi6jo.roB7bdtGgY6D-vwpuo5vsWo6tHo10CuVSVJrRl40pcA&dib_tag=se&keywords=monitor&qid=1737385595&sr=8-18,2025-01-20 16:06:38,SAMSUNG,24 Inches,FHD 1080p,16:9,Glossy
AOPEN By Acer 20E0Q bi 19.5-inch Professional HD+ (1600 x 900) Monitor | 75Hz Refresh Rate | VESA Mountable Eye Protection: BlueLight Filter & Flickerless Technology (1 x HDMI & VGA Port),$49.99,"Thu, Jan 30",No coupon,https://www.amazon.com/AOPEN-19-5-inch-Professional-Mountable-Protection/dp/B0C5NDN7W3/ref=sr_1_19?dib=eyJ2IjoiMSJ9.13gnvC8jJBWKR_aHz-dsvL1kR-C3P1qmfczdxd6IOxxjs1PfAF_jka4NaB2lTfPOaTC3xzw_UEvDYXjdTOhllmD_eSo33WGm4-Lx4OojAl009t7cLhSe_rddMQ8-F8zjtqNhP6j4QKZtgGw7nPS8vwwBbDpxR1HXUiPJFT6pn9TWmHhTxqXkbDxemHWrJqQNNVFznT0hyczynjFfUQN8V7gwZU-oHtMobf_78vdi6jo.roB7bdtGgY6D-vwpuo5vsWo6tHo10CuVSVJrRl40pcA&dib_tag=se&keywords=monitor&qid=1737385595&sr=8-19,2025-01-20 16:06:38,AOPEN,19.5 Inches,HD+,16:9,Glossy
"acer Nitro 27"" WQHD 2560 x 1440 IPS Gaming Monitor | AMD FreeSync | Up to 180Hz Refresh | Up to 0.5ms | DCI-P3 95% | HDR 10 Support | 1 x Display Port 1.2 & 2 x HDMI 2.0 | KG271U N3bmiipx",$149.99,"Mon, Feb 3",No coupon,https://www.amazon.com/acer-Monitor-FreeSync-Refresh-N3bmiipx/dp/B0D8LH2VSP/ref=sr_1_20?dib=eyJ2IjoiMSJ9.13gnvC8jJBWKR_aHz-dsvL1kR-C3P1qmfczdxd6IOxxjs1PfAF_jka4NaB2lTfPOaTC3xzw_UEvDYXjdTOhllmD_eSo33WGm4-Lx4OojAl009t7cLhSe_rddMQ8-F8zjtqNhP6j4QKZtgGw7nPS8vwwBbDpxR1HXUiPJFT6pn9TWmHhTxqXkbDxemHWrJqQNNVFznT0hyczynjFfUQN8V7gwZU-oHtMobf_78vdi6jo.roB7bdtGgY6D-vwpuo5vsWo6tHo10CuVSVJrRl40pcA&dib_tag=se&keywords=monitor&qid=1737385595&sr=8-20,2025-01-20 16:06:38,acer,27 Inches,QHD Wide 1440p,16:9,Glossy
"AOC 24B2H2 24” Frameless IPS Monitor, FHD 1920x1080, 100Hz, 106% sRGB, for Home and Office, HDMI x2, Low Blue Mode, VESA Compatible, Black",$74.99,"Thu, Jan 30",No coupon,https://www.amazon.com/AOC-24B2H2-Frameless-1920x1080-Compatible/dp/B0C8ZJP65J/ref=sr_1_21?dib=eyJ2IjoiMSJ9.13gnvC8jJBWKR_aHz-dsvL1kR-C3P1qmfczdxd6IOxxjs1PfAF_jka4NaB2lTfPOaTC3xzw_UEvDYXjdTOhllmD_eSo33WGm4-Lx4OojAl009t7cLhSe_rddMQ8-F8zjtqNhP6j4QKZtgGw7nPS8vwwBbDpxR1HXUiPJFT6pn9TWmHhTxqXkbDxemHWrJqQNNVFznT0hyczynjFfUQN8V7gwZU-oHtMobf_78vdi6jo.roB7bdtGgY6D-vwpuo5vsWo6tHo10CuVSVJrRl40pcA&dib_tag=se&keywords=monitor&qid=1737385595&sr=8-21,2025-01-20 16:06:38,AOC,23.8 Inches,FHD 1080p,16:9,Glossy
"Single Monitor Arm Holds to 28.6 lbs, Ultrawide Monitor Stand for 35 inch Screens, Fully Adjustable Monitor Mount with Premium Aluminum&Gas Spring, C-Clamp & Grommet Base, VESA 75x75 or 100x100mm",$79.00,No promotion,No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjIxNDc0Nzg5Nzg4MDMxOjE3MzczODU1OTY6c3BfYnRmOjMwMDU1NDUyMjgyNjEwMjo6MDo6&url=%2FMonitor-Ultrawide-Adjustable-Aluminum-100x100mm%2Fdp%2FB0DB1FB32Q%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.13gnvC8jJBWKR_aHz-dsvL1kR-C3P1qmfczdxd6IOxxjs1PfAF_jka4NaB2lTfPOaTC3xzw_UEvDYXjdTOhllmD_eSo33WGm4-Lx4OojAl009t7cLhSe_rddMQ8-F8zjtqNhP6j4QKZtgGw7nPS8vwwBbDpxR1HXUiPJFT6pn9TWmHhTxqXkbDxemHWrJqQNNVFznT0hyczynjFfUQN8V7gwZU-oHtMobf_78vdi6jo.roB7bdtGgY6D-vwpuo5vsWo6tHo10CuVSVJrRl40pcA%26dib_tag%3Dse%26keywords%3Dmonitor%26qid%3D1737385595%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-01-20 16:06:38,NearHub,Data not available,Data not available,Data not available,Data not available
"Laptop Screen Extender, 15.6"" FHD 1080P IPS, Triple Screen, Portable Monitor, Lightweight 3.5lbs, Plug and Play, Multi Screen Monitor Extension for 13.3""-16.1"" Laptop MacBook, Wins, Android,",$299.95,"Thu, Jan 30",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjQ0NDY3NTU1NzgyNjc5OjE3MzczODU2MTA6c3BfYXRmX25leHQ6MzAwNTYzNTY0Nzk4NDAyOjowOjo&url=%2FExtender-Portable-Monitor-Lightweight-Extension%2Fdp%2FB0DH66XML4%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8%26dib_tag%3Dse%26keywords%3Dmonitor%26qid%3D1737385610%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,2025-01-20 16:06:54,theo&things,15.6 Inches,2K DCI 1080p,1.27:1,Matte
